11.02.2026         Salida dinámica de lista                                                              1


		Objeto	Denominación del objeto	Creado	Registrado	  Valor/Mon.tr.	MonT
	*	Ejercicio 2013				     12.000,00	USD

		LCP-130099	CAP - New Racks to compound storage	AA04148	13.07.2013	    100.000,00	USD

	*	Ejercicio 2013				    100.000,00	USD

		LCP-130099-01	75 Racks to mixer area	AA11549	19.07.2013	     83.000,00	USD
		LCP-130099-01	75 Racks to mixer area	AA11549	09.10.2013	      5.000,00	USD
		LCP-130099-01	75 Racks to mixer area	AA11549	13.12.2013	        997,29	USD

	*	Ejercicio 2013				     88.997,29	USD

		LCP-130099-02	7 Racks to extruder area	AA11549	19.07.2013	     10.000,00	USD
		LCP-130099-02	7 Racks to extruder area	AA11549	13.12.2013	-734,56	USD

	*	Ejercicio 2013				      9.265,44	USD

		LCP-130099-03	ENGINEERING	AA11549	19.07.2013	      2.000,00	USD
		LCP-130099-03	ENGINEERING	AA11549	13.12.2013	-262,73	USD

	*	Ejercicio 2013				      1.737,27	USD

		LCP-130099-04	Contingencies	AA11549	19.07.2013	      5.000,00	USD
		LCP-130099-04	Contingencies	AA11549	09.10.2013	-5.000,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130099-EX	EXP - Expenses	AA11549	19.07.2013	     20.000,00	USD

	*	Ejercicio 2013				     20.000,00	USD

		LCP-130099-EX-01	Relocation	AA11549	19.07.2013	     20.000,00	USD

	*	Ejercicio 2013				     20.000,00	USD

		LCP-130100	Cleaning System for Chiller 1J	AA04148	05.08.2013	    115.000,00	USD

	*	Ejercicio 2013				    115.000,00	USD

		LCP-130100-01	Supply System	AA11549	05.08.2013	     85.000,00	USD

	*	Ejercicio 2013				     85.000,00	USD

		LCP-130100-02	Installation	AA11549	05.08.2013	     20.000,00	USD
		LCP-130100-02	Installation	AA11549	21.08.2013	      9.000,00	USD

	*	Ejercicio 2013				     29.000,00	USD

		LCP-130100-03	Contingencies	AA11549	05.08.2013	     10.000,00	USD
		LCP-130100-03	Contingencies	AA11549	21.08.2013	-9.000,00	USD

	*	Ejercicio 2013				      1.000,00	USD

		LCP-130104	CAP - New Lockers to GY Dressing Room	AA11549	13.01.2014	-8.389,87	USD
		LCP-130104	CAP - New Lockers to GY Dressing Room	AA04148	11.06.2013	     84.000,00	USD

	*	Ejercicio 2013				     75.610,13	USD

		LCP-130104	CAP - New Lockers to GY Dressing Room	AA11549	13.01.2014	      8.389,87	USD

	*	Ejercicio 2014				      8.389,87	USD

		LCP-130104-01	New lockers, "Z" design	AA04641	11.06.2013	     79.800,00	USD
		LCP-130104-01	New lockers, "Z" design	AA04641	17.06.2013	      4.200,00	USD
		LCP-130104-01	New lockers, "Z" design	AA11549	13.01.2014	-8.389,87	USD

	*	Ejercicio 2013				     75.610,13	USD

		LCP-130104-01	New lockers, "Z" design	AA11549	13.01.2014	      8.389,87	USD

	*	Ejercicio 2014				      8.389,87	USD

		LCP-130104-02	Contingencies	AA04641	11.06.2013	      4.200,00	USD
		LCP-130104-02	Contingencies	AA04641	17.06.2013	-4.200,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130105	CAP - Upgrade DBM Chuck	AA11549	13.01.2014	-99.000,00	USD
		LCP-130105	CAP - Upgrade DBM Chuck	AA04148	13.07.2013	    141.536,00	USD

	*	Ejercicio 2013				     42.536,00	USD

		LCP-130105	CAP - Upgrade DBM Chuck	AA11549	13.01.2014	     99.000,00	USD
		LCP-130105	CAP - Upgrade DBM Chuck	A388248	25.01.2014	    120.000,00	USD

	*	Ejercicio 2014				    219.000,00	USD

		LCP-130105-01	Lower Tooling Sub-Assembly	AA11549	19.07.2013	     79.000,00	USD
		LCP-130105-01	Lower Tooling Sub-Assembly	AA11549	25.07.2013	     62.536,00	USD
		LCP-130105-01	Lower Tooling Sub-Assembly	AA11549	13.01.2014	-99.000,00	USD

	*	Ejercicio 2013				     42.536,00	USD

		LCP-130105-01	Lower Tooling Sub-Assembly	AA11549	13.01.2014	     99.000,00	USD
		LCP-130105-01	Lower Tooling Sub-Assembly	AA11549	27.01.2014	    120.000,00	USD

	*	Ejercicio 2014				    219.000,00	USD

		LCP-130105-02	Bottom rim-adapter	AA11549	19.07.2013	     15.000,00	USD
		LCP-130105-02	Bottom rim-adapter	AA11549	25.07.2013	-15.000,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130105-03	Technical support	AA11549	19.07.2013	     22.603,00	USD
		LCP-130105-03	Technical support	AA11549	25.07.2013	-22.603,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130105-04	TDF	AA11549	19.07.2013	      7.521,00	USD
		LCP-130105-04	TDF	AA11549	25.07.2013	-7.521,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130105-05	Contingencies	AA11549	19.07.2013	     12.412,00	USD
		LCP-130105-05	Contingencies	AA11549	25.07.2013	-12.412,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130105-06	Engineering	AA11549	19.07.2013	      5.000,00	USD
		LCP-130105-06	Engineering	AA11549	25.07.2013	-5.000,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130105-EX	EXP - Expenses	AA11549	19.07.2013	      6.300,00	USD
		LCP-130105-EX	EXP - Expenses	AA11549	13.01.2014	-3.000,00	USD
		LCP-130105-EX	EXP - Expenses	AA11549	13.01.2014	-300,00	USD
		LCP-130105-EX	EXP - Expenses	AA11549	13.01.2014	-3.000,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130105-EX	EXP - Expenses	AA11549	13.01.2014	      3.000,00	USD
		LCP-130105-EX	EXP - Expenses	AA11549	13.01.2014	        300,00	USD
		LCP-130105-EX	EXP - Expenses	AA11549	13.01.2014	      3.000,00	USD

	*	Ejercicio 2014				      6.300,00	USD

		LCP-130105-EX-01	Relocations	AA11549	19.07.2013	      3.000,00	USD
		LCP-130105-EX-01	Relocations	AA11549	13.01.2014	-3.000,00	USD
		LCP-130105-EX-01	Relocations	AA11549	29.01.2014	      3.300,00	USD

	*	Ejercicio 2013				      3.300,00	USD

		LCP-130105-EX-01	Relocations	AA11549	13.01.2014	      3.000,00	USD

	*	Ejercicio 2014				      3.000,00	USD

		LCP-130105-EX-02	Contingencies	AA11549	19.07.2013	        300,00	USD
		LCP-130105-EX-02	Contingencies	AA11549	13.01.2014	-300,00	USD
		LCP-130105-EX-02	Contingencies	AA11549	29.01.2014	-300,00	USD

	*	Ejercicio 2013				-300,00	USD

		LCP-130105-EX-02	Contingencies	AA11549	13.01.2014	        300,00	USD

	*	Ejercicio 2014				        300,00	USD

		LCP-130105-EX-03	Start Up	AA11549	19.07.2013	      3.000,00	USD
		LCP-130105-EX-03	Start Up	AA11549	13.01.2014	-3.000,00	USD
		LCP-130105-EX-03	Start Up	AA11549	29.01.2014	-3.000,00	USD

	*	Ejercicio 2013				-3.000,00	USD

		LCP-130105-EX-03	Start Up	AA11549	13.01.2014	      3.000,00	USD

	*	Ejercicio 2014				      3.000,00	USD

		LCP-130107	CAP-Hex Beadwinder - Electronic Upgrade	AA11549	13.01.2014	-198.200,00	USD
		LCP-130107	CAP-Hex Beadwinder - Electronic Upgrade	AA11549	13.01.2014	-14.769,56	USD
		LCP-130107	CAP-Hex Beadwinder - Electronic Upgrade	AA04148	13.07.2013	    313.000,00	USD

	*	Ejercicio 2013				    100.030,44	USD

		LCP-130107	CAP-Hex Beadwinder - Electronic Upgrade	AA11549	13.01.2014	    198.200,00	USD
		LCP-130107	CAP-Hex Beadwinder - Electronic Upgrade	AA11549	13.01.2014	     14.769,56	USD

	*	Ejercicio 2014				    212.969,56	USD

		LCP-130107-01	Electric and Electronic Components	AA11549	19.07.2013	    186.500,00	USD
		LCP-130107-01	Electric and Electronic Components	AA11549	30.08.2013	     13.500,00	USD
		LCP-130107-01	Electric and Electronic Components	AA11549	18.11.2013	-1.800,00	USD
		LCP-130107-01	Electric and Electronic Components	AA11549	13.01.2014	-198.200,00	USD
		LCP-130107-01	Electric and Electronic Components	AA11549	24.01.2014	      2.000,00	USD
		LCP-130107-01	Electric and Electronic Components	AA11549	27.01.2014	      2.000,00	USD

	*	Ejercicio 2013				      4.000,00	USD

		LCP-130107-01	Electric and Electronic Components	AA11549	13.01.2014	    198.200,00	USD

	*	Ejercicio 2014				    198.200,00	USD

		LCP-130107-02	Electric Contractor	AA11549	19.07.2013	     35.200,00	USD
		LCP-130107-02	Electric Contractor	AA11549	11.11.2013	     17.000,00	USD
		LCP-130107-02	Electric Contractor	AA11549	18.11.2013	     18.790,00	USD
		LCP-130107-02	Electric Contractor	AA11549	13.01.2014	-14.769,56	USD
		LCP-130107-02	Electric Contractor	AA11549	24.01.2014	-2.000,00	USD
		LCP-130107-02	Electric Contractor	AA11549	27.01.2014	-2.000,00	USD

	*	Ejercicio 2013				     52.220,44	USD

		LCP-130107-02	Electric Contractor	AA11549	13.01.2014	     14.769,56	USD

	*	Ejercicio 2014				     14.769,56	USD

		LCP-130107-03	TDF	AA11549	19.07.2013	     37.300,00	USD
		LCP-130107-03	TDF	AA11549	07.11.2013	-3.500,00	USD
		LCP-130107-03	TDF	AA11549	11.11.2013	-17.000,00	USD
		LCP-130107-03	TDF	AA11549	18.11.2013	-16.800,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130107-04	Contingencies	AA11549	19.07.2013	     25.900,00	USD
		LCP-130107-04	Contingencies	AA11549	30.08.2013	-13.500,00	USD
		LCP-130107-04	Contingencies	AA11549	07.11.2013	-12.400,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130107-05	COMMISSIONING	AA11549	19.07.2013	     28.100,00	USD
		LCP-130107-05	COMMISSIONING	AA11549	07.11.2013	     15.900,00	USD
		LCP-130107-05	COMMISSIONING	AA11549	18.11.2013	-190,00	USD

	*	Ejercicio 2013				     43.810,00	USD

		LCP-130107-EX	EXP - Expenses	AA11549	19.07.2013	     30.773,00	USD
		LCP-130107-EX	EXP - Expenses	AA11549	09.01.2014	-4.200,00	USD
		LCP-130107-EX	EXP - Expenses	AA11549	09.01.2014	      4.200,00	USD
		LCP-130107-EX	EXP - Expenses	AA11549	13.01.2014	-26.573,00	USD
		LCP-130107-EX	EXP - Expenses	AA11549	13.01.2014	-4.200,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130107-EX	EXP - Expenses	AA11549	13.01.2014	     26.573,00	USD
		LCP-130107-EX	EXP - Expenses	AA11549	13.01.2014	      4.200,00	USD

	*	Ejercicio 2014				     30.773,00	USD

		LCP-130107-EX-01	Contingencies	AA11549	19.07.2013	      2.798,00	USD
		LCP-130107-EX-01	Contingencies	AA11549	18.11.2013	     27.975,00	USD
		LCP-130107-EX-01	Contingencies	AA11549	09.01.2014	-26.573,00	USD
		LCP-130107-EX-01	Contingencies	AA11549	09.01.2014	     22.373,00	USD
		LCP-130107-EX-01	Contingencies	AA11549	13.01.2014	-26.573,00	USD
		LCP-130107-EX-01	Contingencies	AA11549	21.01.2014	-450,00	USD
		LCP-130107-EX-01	Contingencies	AA11549	30.01.2014	-25.000,00	USD
		LCP-130107-EX-01	Contingencies	AA11549	07.02.2014	-1.123,00	USD

	*	Ejercicio 2013				-26.573,00	USD

		LCP-130107-EX-01	Contingencies	AA11549	13.01.2014	     26.573,00	USD

	*	Ejercicio 2014				     26.573,00	USD

		LCP-130107-EX-02	Start Up	AA11549	19.07.2013	     27.975,00	USD
		LCP-130107-EX-02	Start Up	AA11549	18.11.2013	-27.975,00	USD
		LCP-130107-EX-02	Start Up	AA11549	09.01.2014	      4.200,00	USD
		LCP-130107-EX-02	Start Up	AA11549	13.01.2014	-4.200,00	USD
		LCP-130107-EX-02	Start Up	AA11549	21.01.2014	        450,00	USD
		LCP-130107-EX-02	Start Up	AA11549	30.01.2014	     25.000,00	USD
		LCP-130107-EX-02	Start Up	AA11549	07.02.2014	      1.123,00	USD

	*	Ejercicio 2013				     26.573,00	USD

		LCP-130107-EX-02	Start Up	AA11549	13.01.2014	      4.200,00	USD

	*	Ejercicio 2014				      4.200,00	USD

		LCP-130108	CAP - Increase women's Locker Room Area	AA11549	13.01.2014	-150,18	USD
		LCP-130108	CAP - Increase women's Locker Room Area	AA11549	13.01.2014	-23.146,73	USD
		LCP-130108	CAP - Increase women's Locker Room Area	AA04148	13.07.2013	    150.000,00	USD

	*	Ejercicio 2013				    126.703,09	USD

		LCP-130108	CAP - Increase women's Locker Room Area	AA11549	13.01.2014	        150,18	USD
		LCP-130108	CAP - Increase women's Locker Room Area	AA11549	13.01.2014	     23.146,73	USD

	*	Ejercicio 2014				     23.296,91	USD

		LCP-130108-01	Women Current Locker Room	AA11549	19.07.2013	     45.834,00	USD
		LCP-130108-01	Women Current Locker Room	AA11549	18.12.2013	        600,00	USD
		LCP-130108-01	Women Current Locker Room	AA11549	18.12.2013	         36,00	USD
		LCP-130108-01	Women Current Locker Room	AA11549	19.12.2013	         30,00	USD
		LCP-130108-01	Women Current Locker Room	AA11549	13.01.2014	-150,18	USD

	*	Ejercicio 2013				     46.349,82	USD

		LCP-130108-01	Women Current Locker Room	AA11549	13.01.2014	        150,18	USD

	*	Ejercicio 2014				        150,18	USD

		LCP-130108-02	Women Locker Room 0	AA11549	19.07.2013	     90.530,00	USD
		LCP-130108-02	Women Locker Room 0	AA11549	03.10.2013	      5.500,00	USD
		LCP-130108-02	Women Locker Room 0	AA11549	04.10.2013	      3.500,00	USD
		LCP-130108-02	Women Locker Room 0	AA11549	18.12.2013	      4.000,00	USD
		LCP-130108-02	Women Locker Room 0	AA11549	19.12.2013	-30,00	USD
		LCP-130108-02	Women Locker Room 0	AA11549	13.01.2014	-23.146,73	USD

	*	Ejercicio 2013				     80.353,27	USD

		LCP-130108-02	Women Locker Room 0	AA11549	13.01.2014	     23.146,73	USD

	*	Ejercicio 2014				     23.146,73	USD

		LCP-130108-03	Contingencies	AA11549	19.07.2013	     13.636,00	USD
		LCP-130108-03	Contingencies	AA11549	03.10.2013	-5.500,00	USD
		LCP-130108-03	Contingencies	AA11549	04.10.2013	-3.500,00	USD
		LCP-130108-03	Contingencies	AA11549	18.12.2013	-4.600,00	USD
		LCP-130108-03	Contingencies	AA11549	18.12.2013	-36,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130108-EX	EXP - Expenses	AA11549	19.07.2013	     40.000,00	USD
		LCP-130108-EX	EXP - Expenses	AA11549	13.01.2014	-2.091,44	USD
		LCP-130108-EX	EXP - Expenses	AA11549	13.01.2014	-180,84	USD
		LCP-130108-EX	EXP - Expenses	AA11549	13.01.2014	-36.345,25	USD

	*	Ejercicio 2013				      1.382,47	USD

		LCP-130108-EX	EXP - Expenses	AA11549	13.01.2014	      2.091,44	USD
		LCP-130108-EX	EXP - Expenses	AA11549	13.01.2014	        180,84	USD
		LCP-130108-EX	EXP - Expenses	AA11549	13.01.2014	     36.345,25	USD

	*	Ejercicio 2014				     38.617,53	USD

		LCP-130108-EX-01	Relocation	AA11549	19.07.2013	     36.355,00	USD
		LCP-130108-EX-01	Relocation	AA11549	28.11.2013	-36.355,00	USD
		LCP-130108-EX-01	Relocation	AA11549	16.12.2013	      3.473,91	USD
		LCP-130108-EX-01	Relocation	AA11549	13.01.2014	-2.091,44	USD

	*	Ejercicio 2013				      1.382,47	USD

		LCP-130108-EX-01	Relocation	AA11549	13.01.2014	      2.091,44	USD

	*	Ejercicio 2014				      2.091,44	USD

		LCP-130108-EX-02	Contingencies	AA11549	19.07.2013	      3.645,00	USD
		LCP-130108-EX-02	Contingencies	AA11549	28.11.2013	-3.464,16	USD
		LCP-130108-EX-02	Contingencies	AA11549	13.01.2014	-180,84	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130108-EX-02	Contingencies	AA11549	13.01.2014	        180,84	USD

	*	Ejercicio 2014				        180,84	USD

		LCP-130108-EX-03	Removal, Replacement, Relocation	AA11549	28.11.2013	     39.819,16	USD
		LCP-130108-EX-03	Removal, Replacement, Relocation	AA11549	16.12.2013	-3.473,91	USD
		LCP-130108-EX-03	Removal, Replacement, Relocation	AA11549	13.01.2014	-36.345,25	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130108-EX-03	Removal, Replacement, Relocation	AA11549	13.01.2014	     36.345,25	USD

	*	Ejercicio 2014				     36.345,25	USD

		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	-4.204,44	USD
		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	-2.723,78	USD
		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	-2.950,20	USD
		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	-500,00	USD
		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	-3.901,91	USD
		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA04148	18.07.2013	    360.000,00	USD

	*	Ejercicio 2013				    345.719,67	USD

		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	      4.204,44	USD
		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	      2.723,78	USD
		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	      2.950,20	USD
		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	        500,00	USD
		LCP-130109	CAP - Upgrade Drives Steelastic Area	AA11549	13.01.2014	      3.901,91	USD

	*	Ejercicio 2014				     14.280,33	USD

		LCP-130109-01	Electronic Upgrade Cutter ST#1	AA11549	19.07.2013	    110.000,00	USD
		LCP-130109-01	Electronic Upgrade Cutter ST#1	AA11549	22.07.2013	     10.000,00	USD
		LCP-130109-01	Electronic Upgrade Cutter ST#1	AA11549	24.09.2013	-4.567,00	USD
		LCP-130109-01	Electronic Upgrade Cutter ST#1	AA11549	30.09.2013	      4.500,00	USD
		LCP-130109-01	Electronic Upgrade Cutter ST#1	AA11549	13.01.2014	-4.204,44	USD

	*	Ejercicio 2013				    115.728,56	USD

		LCP-130109-01	Electronic Upgrade Cutter ST#1	AA11549	13.01.2014	      4.204,44	USD

	*	Ejercicio 2014				      4.204,44	USD

		LCP-130109-02	Electronic Upgrade Cutter ST#2	AA11549	19.07.2013	    110.000,00	USD
		LCP-130109-02	Electronic Upgrade Cutter ST#2	AA11549	22.07.2013	     10.000,00	USD
		LCP-130109-02	Electronic Upgrade Cutter ST#2	AA11549	24.09.2013	      4.567,00	USD
		LCP-130109-02	Electronic Upgrade Cutter ST#2	AA11549	30.09.2013	-4.500,00	USD
		LCP-130109-02	Electronic Upgrade Cutter ST#2	AA11549	13.01.2014	-2.723,78	USD
		LCP-130109-02	Electronic Upgrade Cutter ST#2	AA04641	09.06.2014	      1.623,00	USD

	*	Ejercicio 2013				    118.966,22	USD

		LCP-130109-02	Electronic Upgrade Cutter ST#2	AA11549	13.01.2014	      2.723,78	USD

	*	Ejercicio 2014				      2.723,78	USD

		LCP-130109-03	Electronic Upgrade Extruder ST#3	AA11549	19.07.2013	     85.000,00	USD
		LCP-130109-03	Electronic Upgrade Extruder ST#3	AA11549	22.07.2013	     10.000,00	USD
		LCP-130109-03	Electronic Upgrade Extruder ST#3	AA11549	13.01.2014	-2.950,20	USD
		LCP-130109-03	Electronic Upgrade Extruder ST#3	AA04641	09.06.2014	      1.623,00	USD

	*	Ejercicio 2013				     93.672,80	USD

		LCP-130109-03	Electronic Upgrade Extruder ST#3	AA11549	13.01.2014	      2.950,20	USD

	*	Ejercicio 2014				      2.950,20	USD

		LCP-130109-04	Contingencies	AA11549	19.07.2013	     30.500,00	USD
		LCP-130109-04	Contingencies	AA11549	22.07.2013	-30.000,00	USD
		LCP-130109-04	Contingencies	AA11549	13.01.2014	-500,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130109-04	Contingencies	AA11549	13.01.2014	        500,00	USD

	*	Ejercicio 2014				        500,00	USD

		LCP-130109-05	Commissioning	AA11549	19.07.2013	     24.500,00	USD
		LCP-130109-05	Commissioning	AA11549	13.01.2014	-3.901,91	USD
		LCP-130109-05	Commissioning	AA04641	09.06.2014	-1.623,00	USD
		LCP-130109-05	Commissioning	AA04641	09.06.2014	-1.623,00	USD

	*	Ejercicio 2013				     17.352,09	USD

		LCP-130109-05	Commissioning	AA11549	13.01.2014	      3.901,91	USD

	*	Ejercicio 2014				      3.901,91	USD

		LCP-130109-EX	EXP - Expenses	AA11549	19.07.2013	     35.200,00	USD
		LCP-130109-EX	EXP - Expenses	AA11549	13.01.2014	-3.200,00	USD
		LCP-130109-EX	EXP - Expenses	AA11549	13.01.2014	-9.377,93	USD

	*	Ejercicio 2013				     22.622,07	USD

		LCP-130109-EX	EXP - Expenses	AA11549	13.01.2014	      3.200,00	USD
		LCP-130109-EX	EXP - Expenses	AA11549	13.01.2014	      9.377,93	USD

	*	Ejercicio 2014				     12.577,93	USD

		LCP-130109-EX-01	Contingencies	AA11549	19.07.2013	      3.200,00	USD
		LCP-130109-EX-01	Contingencies	AA11549	13.01.2014	-3.200,00	USD
		LCP-130109-EX-01	Contingencies	AA04641	22.05.2014	-3.200,00	USD

	*	Ejercicio 2013				-3.200,00	USD

		LCP-130109-EX-01	Contingencies	AA11549	13.01.2014	      3.200,00	USD

	*	Ejercicio 2014				      3.200,00	USD

		LCP-130109-EX-02	Start Up	AA11549	19.07.2013	     32.000,00	USD
		LCP-130109-EX-02	Start Up	AA11549	13.01.2014	-9.377,93	USD
		LCP-130109-EX-02	Start Up	AA04641	22.05.2014	      3.200,00	USD

	*	Ejercicio 2013				     25.822,07	USD

		LCP-130109-EX-02	Start Up	AA11549	13.01.2014	      9.377,93	USD

	*	Ejercicio 2014				      9.377,93	USD

		LCP-130110	Upgrade de resiliometro #1	AA11549	13.01.2014	-2.308,16	USD
		LCP-130110	Upgrade de resiliometro #1	AA04148	13.07.2013	    100.000,00	USD

	*	Ejercicio 2013				     97.691,84	USD

		LCP-130110	Upgrade de resiliometro #1	AA11549	13.01.2014	      2.308,16	USD

	*	Ejercicio 2014				      2.308,16	USD

		LCP-130110-01	Integrated Rockwell Cabinet	AA11549	19.07.2013	     55.000,00	USD
		LCP-130110-01	Integrated Rockwell Cabinet	AA11549	12.08.2013	     45.000,00	USD
		LCP-130110-01	Integrated Rockwell Cabinet	AA11549	13.01.2014	-2.308,16	USD

	*	Ejercicio 2013				     97.691,84	USD

		LCP-130110-01	Integrated Rockwell Cabinet	AA11549	13.01.2014	      2.308,16	USD

	*	Ejercicio 2014				      2.308,16	USD

		LCP-130110-02	Electrical Contractor	AA11549	19.07.2013	     25.000,00	USD
		LCP-130110-02	Electrical Contractor	AA11549	12.08.2013	-25.000,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130110-03	Supervision & Engineering	AA11549	19.07.2013	     10.909,00	USD
		LCP-130110-03	Supervision & Engineering	AA11549	12.08.2013	-10.909,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130110-04	Contingencies	AA11549	19.07.2013	      9.091,00	USD
		LCP-130110-04	Contingencies	AA11549	12.08.2013	-9.091,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130110-EX	EXP - Expenses	AA11549	19.07.2013	     16.500,00	USD
		LCP-130110-EX	EXP - Expenses	AA11549	13.01.2014	-1.500,00	USD
		LCP-130110-EX	EXP - Expenses	AA11549	13.01.2014	-15.000,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130110-EX	EXP - Expenses	AA11549	13.01.2014	      1.500,00	USD
		LCP-130110-EX	EXP - Expenses	AA11549	13.01.2014	     15.000,00	USD

	*	Ejercicio 2014				     16.500,00	USD

		LCP-130110-EX-01	Contingencies	AA11549	19.07.2013	      1.500,00	USD
		LCP-130110-EX-01	Contingencies	AA11549	13.01.2014	-1.500,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130110-EX-01	Contingencies	AA11549	13.01.2014	      1.500,00	USD

	*	Ejercicio 2014				      1.500,00	USD

		LCP-130110-EX-02	Start Up	AA11549	19.07.2013	     15.000,00	USD
		LCP-130110-EX-02	Start Up	AA11549	13.01.2014	-15.000,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130110-EX-02	Start Up	AA11549	13.01.2014	     15.000,00	USD

	*	Ejercicio 2014				     15.000,00	USD

		LCP-130113	CAP - Upgrade Curing Level 1	AA04148	13.07.2013	     78.688,00	USD

	*	Ejercicio 2013				     78.688,00	USD

		LCP-130113-01	Level 1 Server & Licenses	AA11549	22.07.2013	     30.000,00	USD
		LCP-130113-01	Level 1 Server & Licenses	AA11549	29.07.2013	-7.000,00	USD
		LCP-130113-01	Level 1 Server & Licenses	AA11549	27.09.2013	      3.000,00	USD
		LCP-130113-01	Level 1 Server & Licenses	AA11549	27.09.2013	        500,00	USD
		LCP-130113-01	Level 1 Server & Licenses	AA11549	28.11.2013	     30.786,88	USD
		LCP-130113-01	Level 1 Server & Licenses	AA04641	16.05.2014	-2.000,00	USD

	*	Ejercicio 2013				     55.286,88	USD

		LCP-130113-02	Application development	AA11549	22.07.2013	     33.600,00	USD
		LCP-130113-02	Application development	AA11549	29.07.2013	     12.000,00	USD
		LCP-130113-02	Application development	AA11549	28.11.2013	-24.198,88	USD
